Red Corner,Blue Corner,Weight Class,Title Fight,Result,Round,Time,Method,Red Corner Bonus Award,Blue Corner Bonus Award,Red Corner Country,Blue Corner Country,Red Corner Odds,Blue Corner Odds
PEDRO MUNHOZ,DOMINICK CRUZ,BANTAMWEIGHT,NO TITLE,WINNER: DOMINICK CRUZ,3,5:00,DECISION - UNANIMOUS,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,BRAZIL,UNITED STATES,-120,+100
AUGUSTO SAKAI,TAI TUIVASA,HEAVYWEIGHT,NO TITLE,WINNER: TAI TUIVASA,2,0:26,KO/TKO,-,-,BRAZIL,AUSTRALIA,+100,-120
JORDAN WRIGHT,BRUNO SILVA,MIDDLEWEIGHT,NO TITLE,WINNER: BRUNO SILVA,1,1:28,KO/TKO,-,-,UNITED STATES,BRAZIL,+260,-335
ANDRE MUNIZ,ERYK ANDERS,MIDDLEWEIGHT,NO TITLE,WINNER: ANDRE MUNIZ,1,3:13,SUBMISSION,-,-,BRAZIL,UNITED STATES,-180,+155
MIRANDA MAVERICK,ERIN BLANCHFIELD,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: ERIN BLANCHFIELD,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-140,+120
RYAN HALL,DARRICK MINNER,FEATHERWEIGHT,NO TITLE,WINNER: RYAN HALL,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-190,+160
RANDY COSTA,TONY KELLEY,BANTAMWEIGHT,NO TITLE,WINNER: TONY KELLEY,2,4:15,KO/TKO,-,-,UNITED STATES,UNITED STATES,-195,+165
GILLIAN ROBERTSON,PRISCILA CACHOEIRA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: GILLIAN ROBERTSON,1,4:59,SUBMISSION,-,-,CANADA,BRAZIL,-350,+270
DERRICK LEWIS,CHRIS DAUKAUS,HEAVYWEIGHT,NO TITLE,WINNER: DERRICK LEWIS,1,3:36,KO/TKO,-,-,UNITED STATES,UNITED STATES,+130,-150
STEPHEN THOMPSON,BELAL MUHAMMAD,WELTERWEIGHT,NO TITLE,WINNER: BELAL MUHAMMAD,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,-,-210,+175
AMANDA LEMOS,ANGELA HILL,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: AMANDA LEMOS,3,5:00,DECISION - SPLIT,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,BRAZIL,UNITED STATES,-280,+225
RAPHAEL ASSUNÇÃO,RICKY SIMON,BANTAMWEIGHT,NO TITLE,WINNER: RICKY SIMON,2,2:14,KO/TKO,-,-,BRAZIL,UNITED STATES,+235,-300
DIEGO FERREIRA,MATEUSZ GAMROT,LIGHTWEIGHT,NO TITLE,WINNER: MATEUSZ GAMROT,2,3:26,KO/TKO,-,-,BRAZIL,POLAND,+180,-220
CUB SWANSON,DARREN ELKINS,FEATHERWEIGHT,NO TITLE,WINNER: CUB SWANSON,1,2:12,KO/TKO,-,-,UNITED STATES,UNITED STATES,-155,+135
DUSTIN STOLTZFUS,GERALD MEERSCHAERT,MIDDLEWEIGHT,NO TITLE,WINNER: GERALD MEERSCHAERT,3,2:58,SUBMISSION,-,-,UNITED STATES,UNITED STATES,+195,-240
JUSTIN TAFA,HARRY HUNSUCKER,HEAVYWEIGHT,NO TITLE,WINNER: JUSTIN TAFA,1,1:53,KO/TKO,-,-,NEW ZEALAND,UNITED STATES,-310,+245
SIJARA EUBANKS,MELISSA GATTO,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: MELISSA GATTO,3,0:45,KO/TKO,-,-,UNITED STATES,BRAZIL,-160,+140
CHARLES JOURDAIN,ANDRE EWELL,FEATHERWEIGHT,NO TITLE,WINNER: CHARLES JOURDAIN,3,5:00,DECISION - UNANIMOUS,-,-,CANADA,UNITED STATES,-200,+170
RAQUEL PENNINGTON,MACY CHIASSON,WOMEN'S FEATHERWEIGHT,NO TITLE,WINNER: RAQUEL PENNINGTON,2,3:07,SUBMISSION,-,-,UNITED STATES,UNITED STATES,-140,+120
DONTALE MAYES,JOSH PARISIAN,HEAVYWEIGHT,NO TITLE,WINNER: DONTALE MAYES,3,3:26,KO/TKO,-,-,UNITED STATES,UNITED STATES,-170,+150
JORDAN LEAVITT,MATT SAYLES,LIGHTWEIGHT,NO TITLE,WINNER: JORDAN LEAVITT,2,2:05,SUBMISSION,-,-,UNITED STATES,UNITED STATES,-135,+115
CALVIN KATTAR,GIGA CHIKADZE,FEATHERWEIGHT,NO TITLE,WINNER: CALVIN KATTAR,5,5:00,DECISION - UNANIMOUS,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,UNITED STATES,GEORGIA,+190,-235
JAKE COLLIER,CHASE SHERMAN,HEAVYWEIGHT,NO TITLE,WINNER: JAKE COLLIER,1,2:26,SUBMISSION,-,-,UNITED STATES,UNITED STATES,-135,+115
BRANDON ROYVAL,ROGERIO BONTORIN,FLYWEIGHT,NO TITLE,WINNER: BRANDON ROYVAL,3,5:00,DECISION - SPLIT,-,-,UNITED STATES,BRAZIL,-160,+140
KATLYN CHOOKAGIAN,JENNIFER MAIA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: KATLYN CHOOKAGIAN,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,BRAZIL,-180,+155
DAKOTA BUSH,VIACHESLAV BORSHCHEV,LIGHTWEIGHT,NO TITLE,WINNER: VIACHESLAV BORSHCHEV,1,3:47,KO/TKO,-,-,UNITED STATES,RUSSIA,+160,-190
BILL ALGEO,JOANDERSON BRITO,FEATHERWEIGHT,NO TITLE,WINNER: BILL ALGEO,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,BRAZIL,+115,-135
JAMIE PICKETT,JOSEPH HOLMES,MIDDLEWEIGHT,NO TITLE,WINNER: JAMIE PICKETT,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,+120,-140
COURT MCGEE,RAMIZ BRAHIMAJ,WELTERWEIGHT,NO TITLE,WINNER: COURT MCGEE,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,KOSOVO,-105,-115
BRIAN KELLEHER,KEVIN CROOM,FEATHERWEIGHT,NO TITLE,WINNER: BRIAN KELLEHER,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-310,+245
TJ BROWN,CHARLES ROSA,LIGHTWEIGHT,NO TITLE,WINNER: TJ BROWN,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-240,+195
FRANCIS NGANNOU,CIRYL GANE,HEAVYWEIGHT,TITLE,WINNER: FRANCIS NGANNOU,5,5:00,DECISION - UNANIMOUS,-,-,CAMEROON,FRANCE,+125,-145
BRANDON MORENO,DEIVESON FIGUEIREDO,FLYWEIGHT,TITLE,WINNER: DEIVESON FIGUEIREDO,5,5:00,DECISION - UNANIMOUS,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,MEXICO,BRAZIL,-190,+160
MICHEL PEREIRA,ANDRE FIALHO,WELTERWEIGHT,NO TITLE,WINNER: MICHEL PEREIRA,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,PORTUGAL,-,-
CODY STAMANN,SAID NURMAGOMEDOV,BANTAMWEIGHT,NO TITLE,WINNER: SAID NURMAGOMEDOV,1,0:47,SUBMISSION,-,PERFORMANCE OF THE NIGHT,UNITED STATES,RUSSIA,+150,-170
MICHAEL MORALES,TREVIN GILES,WELTERWEIGHT,NO TITLE,WINNER: MICHAEL MORALES,1,4:06,KO/TKO,-,-,ECUADOR,UNITED STATES,-110,-110
RAONI BARCELOS,VICTOR HENRY,BANTAMWEIGHT,NO TITLE,WINNER: VICTOR HENRY,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,UNITED STATES,-510,+375
JACK DELLA MADDALENA,PETE RODRIGUEZ,WELTERWEIGHT,NO TITLE,WINNER: JACK DELLA MADDALENA,1,2:59,KO/TKO,-,-,AUSTRALIA,UNITED STATES,-380,+290
TONY GRAVELY,SAIMON OLIVEIRA,BANTAMWEIGHT,NO TITLE,WINNER: TONY GRAVELY,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,BRAZIL,-250,+200
MATT FREVOLA,GENARO VALDEZ,LIGHTWEIGHT,NO TITLE,WINNER: MATT FREVOLA,1,3:15,KO/TKO,-,-,UNITED STATES,MEXICO,-200,+170
SILVANA GOMEZ JUAREZ,VANESSA DEMOPOULOS,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: VANESSA DEMOPOULOS,1,2:25,SUBMISSION,-,PERFORMANCE OF THE NIGHT,ARGENTINA,UNITED STATES,+125,-145
KAY HANSEN,JASMINE JASUDAVICIUS,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: JASMINE JASUDAVICIUS,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,CANADA,-170,+150
JACK HERMANSSON,SEAN STRICKLAND,MIDDLEWEIGHT,NO TITLE,WINNER: SEAN STRICKLAND,5,5:00,DECISION - SPLIT,-,-,NORWAY,UNITED STATES,+180,-220
PUNAHELE SORIANO,NICK MAXIMOV,MIDDLEWEIGHT,NO TITLE,WINNER: NICK MAXIMOV,3,5:00,DECISION - SPLIT,-,-,UNITED STATES,UNITED STATES,-190,+160
SHAVKAT RAKHMONOV,CARLSTON HARRIS,WELTERWEIGHT,NO TITLE,WINNER: SHAVKAT RAKHMONOV,1,4:10,KO/TKO,-,-,KAZAKHSTAN,GUYANA,-255,+205
SAM ALVEY,BRENDAN ALLEN,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: BRENDAN ALLEN,2,2:10,SUBMISSION,-,-,UNITED STATES,UNITED STATES,+330,-435
TRESEAN GORE,BRYAN BATTLE,MIDDLEWEIGHT,NO TITLE,WINNER: BRYAN BATTLE,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-140,+120
JULIAN EROSA,STEVEN PETERSON,FEATHERWEIGHT,NO TITLE,WINNER: JULIAN EROSA,3,5:00,DECISION - SPLIT,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,UNITED STATES,UNITED STATES,-305,+240
MILES JOHNS,JOHN CASTANEDA,BANTAMWEIGHT,NO TITLE,WINNER: JOHN CASTANEDA,3,1:38,SUBMISSION,-,-,UNITED STATES,UNITED STATES,-170,+150
HAKEEM DAWODU,MICHAEL TRIZANO,FEATHERWEIGHT,NO TITLE,WINNER: HAKEEM DAWODU,3,5:00,DECISION - UNANIMOUS,-,-,CANADA,UNITED STATES,-170,+150
CHIDI NJOKUANI,MARC-ANDRE BARRIAULT,MIDDLEWEIGHT,NO TITLE,WINNER: CHIDI NJOKUANI,1,0:16,KO/TKO,-,-,UNITED STATES,CANADA,-110,-110
ALEXIS DAVIS,JULIJA STOLIARENKO,WOMEN'S BANTAMWEIGHT,NO TITLE,WINNER: ALEXIS DAVIS,3,5:00,DECISION - UNANIMOUS,-,-,CANADA,LITHUANIA,-240,+195
JAILTON ALMEIDA,DANILO MARQUES,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: JAILTON ALMEIDA,1,2:57,KO/TKO,-,-,BRAZIL,BRAZIL,-380,+290
JASON WITT,PHIL ROWE,WELTERWEIGHT,NO TITLE,WINNER: PHIL ROWE,2,2:15,KO/TKO,-,-,UNITED STATES,UNITED STATES,+120,-140
MALCOLM GORDON,DENYS BONDAR,FLYWEIGHT,NO TITLE,WINNER: MALCOLM GORDON,1,1:22,KO/TKO,-,-,CANADA,UKRAINE,+230,-290
ISRAEL ADESANYA,ROBERT WHITTAKER,MIDDLEWEIGHT,TITLE,WINNER: ISRAEL ADESANYA,5,5:00,DECISION - UNANIMOUS,-,-,NIGERIA,AUSTRALIA,-280,+225
DERRICK LEWIS,TAI TUIVASA,HEAVYWEIGHT,NO TITLE,WINNER: TAI TUIVASA,2,1:40,KO/TKO,-,PERFORMANCE OF THE NIGHT,UNITED STATES,AUSTRALIA,-170,+150
JARED CANNONIER,DEREK BRUNSON,MIDDLEWEIGHT,NO TITLE,WINNER: JARED CANNONIER,2,4:29,KO/TKO,PERFORMANCE OF THE NIGHT,-,UNITED STATES,UNITED STATES,-165,+145
ALEXANDER HERNANDEZ,RENATO MOICANO,LIGHTWEIGHT,NO TITLE,WINNER: RENATO MOICANO,2,1:23,SUBMISSION,-,-,UNITED STATES,BRAZIL,+140,-160
BOBBY GREEN,NASRAT HAQPARAST,LIGHTWEIGHT,NO TITLE,WINNER: BOBBY GREEN,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,MOROCCO,-145,+125
ANDREI ARLOVSKI,JARED VANDERAA,HEAVYWEIGHT,NO TITLE,WINNER: ANDREI ARLOVSKI,3,5:00,DECISION - SPLIT,-,-,UNITED STATES,UNITED STATES,-155,+135
ROXANNE MODAFFERI,CASEY O'NEILL,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: CASEY O'NEILL,3,5:00,DECISION - SPLIT,-,-,UNITED STATES,AUSTRALIA,+300,-400
KYLER PHILLIPS,MARCELO ROJO,BANTAMWEIGHT,NO TITLE,WINNER: KYLER PHILLIPS,3,1:48,SUBMISSION,-,-,UNITED STATES,ARGENTINA,-435,+330
CARLOS ULBERG,FABIO CHERANT,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: CARLOS ULBERG,3,5:00,DECISION - UNANIMOUS,-,-,NEW ZEALAND,UNITED STATES,-265,+215
MANA MARTINEZ,RONNIE LAWRENCE,BANTAMWEIGHT,NO TITLE,WINNER: RONNIE LAWRENCE,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,+245,-310
AJ DOBSON,JACOB MALKOUN,MIDDLEWEIGHT,NO TITLE,WINNER: JACOB MALKOUN,3,5:00,DECISION - UNANIMOUS,-,-,-,AUSTRALIA,-115,-105
DOUGLAS SILVA DE ANDRADE,SERGEY MOROZOV,BANTAMWEIGHT,NO TITLE,WINNER: DOUGLAS SILVA DE ANDRADE,2,3:24,SUBMISSION,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,BRAZIL,KAZAKHSTAN,+175,-210
JEREMIAH WELLS,BLOOD DIAMOND,WELTERWEIGHT,NO TITLE,WINNER: JEREMIAH WELLS,1,4:38,SUBMISSION,-,-,UNITED STATES,ZIMBABWE,-225,+185
WILLIAM KNIGHT,MAX GRISHIN,HEAVYWEIGHT,NO TITLE,WINNER: MAX GRISHIN,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,RUSSIA,+150,-170
JOHNNY WALKER,JAMAHAL HILL,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: JAMAHAL HILL,1,2:55,KO/TKO,-,-,BRAZIL,UNITED STATES,+200,-250
KYLE DAUKAUS,JAMIE PICKETT,CATCHWEIGHT,NO TITLE,WINNER: KYLE DAUKAUS,1,4:59,SUBMISSION,-,-,UNITED STATES,UNITED STATES,-290,+230
PARKER PORTER,ALAN BAUDOT,HEAVYWEIGHT,NO TITLE,WINNER: PARKER PORTER,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,FRANCE,-280,+225
JIM MILLER,NIKOLAS MOTTA,LIGHTWEIGHT,NO TITLE,WINNER: JIM MILLER,2,1:58,KO/TKO,-,-,UNITED STATES,BRAZIL,+155,-180
JOAQUIN BUCKLEY,ABDUL RAZAK ALHASSAN,MIDDLEWEIGHT,NO TITLE,WINNER: JOAQUIN BUCKLEY,3,5:00,DECISION - SPLIT,-,-,UNITED STATES,GHANA,-165,+145
GABRIEL BENITEZ,DAVID ONAMA,FEATHERWEIGHT,NO TITLE,WINNER: DAVID ONAMA,1,4:24,KO/TKO,-,-,MEXICO,UGANDA,+145,-165
JESSICA-ROSE CLARK,STEPHANIE EGGER,WOMEN'S BANTAMWEIGHT,NO TITLE,WINNER: STEPHANIE EGGER,1,3:44,SUBMISSION,-,-,AUSTRALIA,SWITZERLAND,-170,+150
CHAS SKELLY,MARK STRIEGL,FEATHERWEIGHT,NO TITLE,WINNER: CHAS SKELLY,2,2:01,KO/TKO,-,-,UNITED STATES,PHILIPPINES,-200,+170
DIANA BELBITA,GLORIA DE PAULA,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: GLORIA DE PAULA,3,5:00,DECISION - UNANIMOUS,-,-,ROMANIA,BRAZIL,-120,+100
CHAD ANHELIGER,JESSE STRADER,BANTAMWEIGHT,NO TITLE,WINNER: CHAD ANHELIGER,3,3:33,KO/TKO,-,-,CANADA,UNITED STATES,-250,+200
JONATHAN PEARCE,CHRISTIAN RODRIGUEZ,FEATHERWEIGHT,NO TITLE,WINNER: JONATHAN PEARCE,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-380,+290
MARIO BAUTISTA,JAY PERRIN,BANTAMWEIGHT,NO TITLE,WINNER: MARIO BAUTISTA,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-365,+280
ISLAM MAKHACHEV,BOBBY GREEN,CATCHWEIGHT,NO TITLE,WINNER: ISLAM MAKHACHEV,1,3:23,KO/TKO,-,-,RUSSIA,UNITED STATES,-900,+600
MISHA CIRKUNOV,WELLINGTON TURMAN,MIDDLEWEIGHT,NO TITLE,WINNER: WELLINGTON TURMAN,2,1:29,SUBMISSION,-,-,CANADA,BRAZIL,-120,+100
JI YEON KIM,PRISCILA CACHOEIRA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: PRISCILA CACHOEIRA,3,5:00,DECISION - UNANIMOUS,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,SOUTH KOREA,BRAZIL,-160,+140
ARMAN TSARUKYAN,JOEL ÁLVAREZ,LIGHTWEIGHT,NO TITLE,WINNER: ARMAN TSARUKYAN,2,1:57,KO/TKO,-,-,ARMENIA,SPAIN,-220,+180
ARMEN PETROSYAN,GREGORY RODRIGUES,MIDDLEWEIGHT,NO TITLE,WINNER: ARMEN PETROSYAN,3,5:00,DECISION - SPLIT,-,-,ARMENIA,BRAZIL,+135,-155
RONG ZHU,IGNACIO BAHAMONDES,LIGHTWEIGHT,NO TITLE,WINNER: IGNACIO BAHAMONDES,3,1:40,SUBMISSION,-,-,CHINA,CHILE,+170,-200
JOSIANE NUNES,RAMONA PASCUAL,WOMEN'S FEATHERWEIGHT,NO TITLE,WINNER: JOSIANE NUNES,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,-,-220,+180
TERRANCE MCKINNEY,FARÈS ZIAM,LIGHTWEIGHT,NO TITLE,WINNER: TERRANCE MCKINNEY,1,2:11,SUBMISSION,-,-,UNITED STATES,FRANCE,-105,-115
ALEJANDRO PÉREZ,JONATHAN MARTINEZ,FEATHERWEIGHT,NO TITLE,WINNER: JONATHAN MARTINEZ,3,5:00,DECISION - UNANIMOUS,-,-,MEXICO,UNITED STATES,+220,-275
RAMIZ BRAHIMAJ,MICHEAL GILLMORE,WELTERWEIGHT,NO TITLE,WINNER: RAMIZ BRAHIMAJ,1,2:02,SUBMISSION,-,-,KOSOVO,UNITED STATES,-380,+290
VICTOR ALTAMIRANO,CARLOS HERNANDEZ,FLYWEIGHT,NO TITLE,WINNER: CARLOS HERNANDEZ,3,5:00,DECISION - SPLIT,-,-,MEXICO,UNITED STATES,+125,-145
COLBY COVINGTON,JORGE MASVIDAL,WELTERWEIGHT,NO TITLE,WINNER: COLBY COVINGTON,5,5:00,DECISION - UNANIMOUS,FIGHT OF THE NIGHT,FIGHT OF THE NIGHT,UNITED STATES,UNITED STATES,-320,+250
RAFAEL DOS ANJOS,RENATO MOICANO,CATCHWEIGHT,NO TITLE,WINNER: RAFAEL DOS ANJOS,5,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,BRAZIL,-165,+145
EDSON BARBOZA,BRYCE MITCHELL,FEATHERWEIGHT,NO TITLE,WINNER: BRYCE MITCHELL,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,UNITED STATES,+145,-165
KEVIN HOLLAND,ALEX OLIVEIRA,WELTERWEIGHT,NO TITLE,WINNER: KEVIN HOLLAND,2,0:38,KO/TKO,-,-,UNITED STATES,BRAZIL,-320,+250
SERGHEI SPIVAC,GREG HARDY,HEAVYWEIGHT,NO TITLE,WINNER: SERGHEI SPIVAC,1,2:16,KO/TKO,-,-,MOLDOVA,UNITED STATES,-190,+160
JALIN TURNER,JAMIE MULLARKEY,LIGHTWEIGHT,NO TITLE,WINNER: JALIN TURNER,2,0:46,KO/TKO,-,-,UNITED STATES,AUSTRALIA,-155,+135
MARINA RODRIGUEZ,YAN XIAONAN,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: MARINA RODRIGUEZ,3,5:00,DECISION - SPLIT,-,-,BRAZIL,CHINA,-255,+205
NICOLAE NEGUMEREANU,KENNEDY NZECHUKWU,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: NICOLAE NEGUMEREANU,3,5:00,DECISION - SPLIT,-,-,ROMANIA,NIGERIA,+125,-145
MARYNA MOROZ,MARIYA AGAPOVA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: MARYNA MOROZ,2,3:27,SUBMISSION,-,-,UKRAINE,KAZAKHSTAN,+155,-180
BRIAN KELLEHER,UMAR NURMAGOMEDOV,FEATHERWEIGHT,NO TITLE,WINNER: UMAR NURMAGOMEDOV,1,3:15,SUBMISSION,-,-,UNITED STATES,RUSSIA,+475,-675
TIM ELLIOTT,TAGIR ULANBEKOV,FLYWEIGHT,NO TITLE,WINNER: TIM ELLIOTT,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,RUSSIA,+205,-255
DEVONTE SMITH,LUDOVIT KLEIN,LIGHTWEIGHT,NO TITLE,WINNER: LUDOVIT KLEIN,3,5:00,DECISION - SPLIT,-,-,-,SLOVAKIA,-155,+135
DUSTIN JACOBY,MICHAL OLEKSIEJCZUK,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: DUSTIN JACOBY,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,POLAND,-,-
THIAGO SANTOS,MAGOMED ANKALAEV,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: MAGOMED ANKALAEV,5,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,RUSSIA,+340,-450
MARLON MORAES,SONG YADONG,BANTAMWEIGHT,NO TITLE,WINNER: SONG YADONG,1,2:06,KO/TKO,-,PERFORMANCE OF THE NIGHT,BRAZIL,CHINA,+195,-240
SODIQ YUSUFF,ALEX CACERES,FEATHERWEIGHT,NO TITLE,WINNER: SODIQ YUSUFF,3,5:00,DECISION - UNANIMOUS,-,-,NIGERIA,UNITED STATES,-250,+200
KHALIL ROUNTREE JR.,KARL ROBERSON,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: KHALIL ROUNTREE JR.,2,0:25,KO/TKO,PERFORMANCE OF THE NIGHT,-,UNITED STATES,UNITED STATES,-115,-105
DREW DOBER,TERRANCE MCKINNEY,LIGHTWEIGHT,NO TITLE,WINNER: DREW DOBER,1,3:17,KO/TKO,-,-,UNITED STATES,UNITED STATES,-,-
ALEX PEREIRA,BRUNO SILVA,MIDDLEWEIGHT,NO TITLE,WINNER: ALEX PEREIRA,3,5:00,DECISION - UNANIMOUS,-,-,BRAZIL,BRAZIL,-170,+150
MATTHEW SEMELSBERGER,AJ FLETCHER,WELTERWEIGHT,NO TITLE,WINNER: MATTHEW SEMELSBERGER,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,UNITED STATES,-,-
JJ ALDRICH,GILLIAN ROBERTSON,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: JJ ALDRICH,3,5:00,DECISION - UNANIMOUS,-,-,UNITED STATES,CANADA,+135,-155
TREVIN JONES,JAVID BASHARAT,BANTAMWEIGHT,NO TITLE,WINNER: JAVID BASHARAT,3,5:00,DECISION - UNANIMOUS,-,-,GUAM,-,-,-
DAMON JACKSON,KAMUELA KIRK,FEATHERWEIGHT,NO TITLE,WINNER: DAMON JACKSON,2,4:42,SUBMISSION,-,-,UNITED STATES,UNITED STATES,-,-
SABINA MAZO,MIRANDA MAVERICK,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: MIRANDA MAVERICK,2,2:15,SUBMISSION,-,-,COLOMBIA,UNITED STATES,+225,-280
DALCHA LUNGIAMBULA,CODY BRUNDAGE,MIDDLEWEIGHT,NO TITLE,WINNER: CODY BRUNDAGE,1,3:41,SUBMISSION,-,PERFORMANCE OF THE NIGHT,-,UNITED STATES,-120,+100
KRIS MOUTINHO,GUIDO CANNETTI,BANTAMWEIGHT,NO TITLE,WINNER: GUIDO CANNETTI,1,2:07,KO/TKO,-,-,UNITED STATES,ARGENTINA,-140,+120
TAFON NCHUKWI,AZAMAT MURZAKANOV,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: AZAMAT MURZAKANOV,3,0:44,KO/TKO,-,PERFORMANCE OF THE NIGHT,CAMEROON,RUSSIA,+125,-145
ALEXANDER VOLKOV,TOM ASPINALL,HEAVYWEIGHT,NO TITLE,WINNER: TOM ASPINALL,1,3:45,SUBMISSION,-,PERFORMANCE OF THE NIGHT,RUSSIA,UNITED KINGDOM,+105,-125
ARNOLD ALLEN,DAN HOOKER,FEATHERWEIGHT,NO TITLE,WINNER: ARNOLD ALLEN,1,2:33,KO/TKO,PERFORMANCE OF THE NIGHT,-,ENGLAND,NEW ZEALAND,-115,-105
PADDY PIMBLETT,KAZULA VARGAS,LIGHTWEIGHT,NO TITLE,WINNER: PADDY PIMBLETT,1,3:49,SUBMISSION,PERFORMANCE OF THE NIGHT,-,ENGLAND,MEXICO,-675,+475
GUNNAR NELSON,TAKASHI SATO,WELTERWEIGHT,NO TITLE,WINNER: GUNNAR NELSON,3,5:00,DECISION - UNANIMOUS,-,-,ICELAND,JAPAN,-525,+385
MOLLY MCCANN,LUANA CAROLINA,WOMEN'S FLYWEIGHT,NO TITLE,WINNER: MOLLY MCCANN,3,1:52,KO/TKO,PERFORMANCE OF THE NIGHT,-,UNITED KINGDOM,BRAZIL,-135,+115
JAI HERBERT,ILIA TOPURIA,LIGHTWEIGHT,NO TITLE,WINNER: ILIA TOPURIA,2,1:07,KO/TKO,-,PERFORMANCE OF THE NIGHT,UNITED KINGDOM,GEORGIA,+435,-600
MIKE GRUNDY,MAKWAN AMIRKHANI,FEATHERWEIGHT,NO TITLE,WINNER: MAKWAN AMIRKHANI,1,0:57,SUBMISSION,-,PERFORMANCE OF THE NIGHT,UNITED KINGDOM,FINLAND,-200,+170
SHAMIL ABDURAKHIMOV,SERGEI PAVLOVICH,HEAVYWEIGHT,NO TITLE,WINNER: SERGEI PAVLOVICH,1,4:03,KO/TKO,-,PERFORMANCE OF THE NIGHT,RUSSIA,RUSSIA,+270,-350
NIKITA KRYLOV,PAUL CRAIG,LIGHT HEAVYWEIGHT,NO TITLE,WINNER: PAUL CRAIG,1,3:57,SUBMISSION,-,PERFORMANCE OF THE NIGHT,-,SCOTLAND,-210,+175
JACK SHORE,TIMUR VALIEV,BANTAMWEIGHT,NO TITLE,WINNER: JACK SHORE,3,5:00,DECISION - UNANIMOUS,-,-,WALES,RUSSIA,-130,+110
CORY MCKENNA,ELISE REED,WOMEN'S STRAWWEIGHT,NO TITLE,WINNER: ELISE REED,3,5:00,DECISION - SPLIT,-,-,-,UNITED STATES,-300,+235
MUHAMMAD MOKAEV,CODY DURDEN,FLYWEIGHT,NO TITLE,WINNER: MUHAMMAD MOKAEV,1,0:58,SUBMISSION,PERFORMANCE OF THE NIGHT,-,UNITED KINGDOM,UNITED STATES,-380,+290
